id,doi,title,abstract,summary,domains,topics,description,expert_id,type,subtitles,publishers,collection,date_issue,citation,language,identifiers,created_at,updated_at,source,authors,publication_year,field,subfield
2134531753,https://knowhub.aphrc.org/handle/123456789/268,The Case of Dakar and Ziguinchor: Similar yet Different (comparable education outcomes but distinctive SRHR indicators),Publication about The Case of Dakar and Ziguinchor: Similar yet Different (comparable education outcomes but distinctive SRHR indicators),"(""Failed to generate content due to technical issues"",)",,,Publication about The Case of Dakar and Ziguinchor: Similar yet Different (comparable education outcomes but distinctive SRHR indicators),,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/268', 'keywords': [], 'source_id': 'knowhub-123456789-268', 'content_type': 'documents'}",2025-03-11 11:41:18.847205+00:00,2025-03-11 11:41:18.847205+00:00,knowhub,{},,,
2134531754,https://knowhub.aphrc.org/handle/123456789/76,Early Childhood Care and Development In Rural and Urban Settings in Kenya,Publication about Early Childhood Care and Development In Rural and Urban Settings in Kenya,"(""Failed to generate content due to technical issues"",)",,,Publication about Early Childhood Care and Development In Rural and Urban Settings in Kenya,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/76', 'keywords': [], 'source_id': 'knowhub-123456789-76', 'content_type': 'other'}",2025-03-11 11:41:20.317426+00:00,2025-03-11 11:41:20.317426+00:00,knowhub,{},,,
2134531755,https://knowhub.aphrc.org/handle/123456789/38,"Understanding the Experiment of Pregnant and Parenting Adolescent in Blantyre, Southern Malawi","Publication about Understanding the Experiment of Pregnant and Parenting Adolescent in Blantyre, Southern Malawi","(""Failed to generate content due to technical issues"",)",,,"Publication about Understanding the Experiment of Pregnant and Parenting Adolescent in Blantyre, Southern Malawi",,reports,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/38', 'keywords': [], 'source_id': 'knowhub-123456789-38', 'content_type': 'reports'}",2025-03-11 11:41:22.922087+00:00,2025-03-11 11:41:22.922087+00:00,knowhub,{},,,
2134531756,https://knowhub.aphrc.org/handle/123456789/269,A Synthesis Note: tracing the journey of the Development of the National Sanitation Management Policy in Kenya,Publication about A Synthesis Note: tracing the journey of the Development of the National Sanitation Management Policy in Kenya,"(""Failed to generate content due to technical issues"",)",,,Publication about A Synthesis Note: tracing the journey of the Development of the National Sanitation Management Policy in Kenya,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/269', 'keywords': [], 'source_id': 'knowhub-123456789-269', 'content_type': 'documents'}",2025-03-11 11:41:24.181445+00:00,2025-03-11 11:41:24.181445+00:00,knowhub,{},,,
2134531757,https://knowhub.aphrc.org/handle/123456789/275,"Impact of the COVID-19 Pandemic on Sexual and Reproductive Health Services in Burkina Faso, Ethiopia, Kenya, Malawi and Uganda","Publication about Impact of the COVID-19 Pandemic on Sexual and Reproductive Health Services in Burkina Faso, Ethiopia, Kenya, Malawi and Uganda","(""Failed to generate content due to technical issues"",)",,,"Publication about Impact of the COVID-19 Pandemic on Sexual and Reproductive Health Services in Burkina Faso, Ethiopia, Kenya, Malawi and Uganda",,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/275', 'keywords': [], 'source_id': 'knowhub-123456789-275', 'content_type': 'documents'}",2025-03-11 11:41:25.318127+00:00,2025-03-11 11:41:25.318127+00:00,knowhub,{},,,
2134531758,https://knowhub.aphrc.org/handle/123456789/271,How early is too early? Teachers’ Perspectives on Gender Norms and Sexual and Reproductive Health,Publication about How early is too early? Teachers’ Perspectives on Gender Norms and Sexual and Reproductive Health,"(""Failed to generate content due to technical issues"",)",,,Publication about How early is too early? Teachers’ Perspectives on Gender Norms and Sexual and Reproductive Health,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/271', 'keywords': [], 'source_id': 'knowhub-123456789-271', 'content_type': 'documents'}",2025-03-11 11:41:26.563314+00:00,2025-03-11 11:41:26.563314+00:00,knowhub,{},,,
2134531759,https://knowhub.aphrc.org/handle/123456789/77,Impacts of COVID-19 Pandemic on Sexual and Reproductive Health Services in Uganda,Publication about Impacts of COVID-19 Pandemic on Sexual and Reproductive Health Services in Uganda,"(""Failed to generate content due to technical issues"",)",,,Publication about Impacts of COVID-19 Pandemic on Sexual and Reproductive Health Services in Uganda,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/77', 'keywords': [], 'source_id': 'knowhub-123456789-77', 'content_type': 'other'}",2025-03-11 11:41:27.633199+00:00,2025-03-11 11:41:27.633199+00:00,knowhub,{},,,
2134531760,https://knowhub.aphrc.org/handle/123456789/276,Impacts of COVID-19 Pandemic on Sexual and Reproductive Health Services in Burkina Faso,Publication about Impacts of COVID-19 Pandemic on Sexual and Reproductive Health Services in Burkina Faso,"(""Failed to generate content due to technical issues"",)",,,Publication about Impacts of COVID-19 Pandemic on Sexual and Reproductive Health Services in Burkina Faso,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/276', 'keywords': [], 'source_id': 'knowhub-123456789-276', 'content_type': 'documents'}",2025-03-11 11:41:28.877468+00:00,2025-03-11 11:41:28.877468+00:00,knowhub,{},,,
2134531761,https://knowhub.aphrc.org/handle/123456789/272,Examination of LGBT People’s Lived Experiences and Public Perceptions of Sexual and Gender Minorities in Rwanda,Publication about Examination of LGBT People’s Lived Experiences and Public Perceptions of Sexual and Gender Minorities in Rwanda,"(""Failed to generate content due to technical issues"",)",,,Publication about Examination of LGBT People’s Lived Experiences and Public Perceptions of Sexual and Gender Minorities in Rwanda,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/272', 'keywords': [], 'source_id': 'knowhub-123456789-272', 'content_type': 'documents'}",2025-03-11 11:41:30.061916+00:00,2025-03-11 11:41:30.061916+00:00,knowhub,{},,,
2134531856,https://knowhub.aphrc.org/handle/123456789/79,2021,Publication about 2021,"(""Failed to generate content due to technical issues"",)",,,Publication about 2021,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/79', 'keywords': [], 'source_id': 'knowhub-123456789-79', 'content_type': 'other'}",2025-03-11 11:51:39.159068+00:00,2025-03-11 11:51:39.159068+00:00,knowhub,{},,,
2134531762,https://knowhub.aphrc.org/handle/123456789/273,Impacts of COVID-19 Pandemic on Sexual and Reproductive Health Services in Ethiopia,Publication about Impacts of COVID-19 Pandemic on Sexual and Reproductive Health Services in Ethiopia,"(""Failed to generate content due to technical issues"",)",,,Publication about Impacts of COVID-19 Pandemic on Sexual and Reproductive Health Services in Ethiopia,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/273', 'keywords': [], 'source_id': 'knowhub-123456789-273', 'content_type': 'documents'}",2025-03-11 11:41:31.828887+00:00,2025-03-11 11:41:31.828887+00:00,knowhub,{},,,
2134531763,https://knowhub.aphrc.org/handle/123456789/277,"Examining the Intersectionality of Gender, COVID-19 and Artificial Intelligence (AI) in Health Decision Making in Kenya and Malawi","Publication about Examining the Intersectionality of Gender, COVID-19 and Artificial Intelligence (AI) in Health Decision Making in Kenya and Malawi","(""Failed to generate content due to technical issues"",)",,,"Publication about Examining the Intersectionality of Gender, COVID-19 and Artificial Intelligence (AI) in Health Decision Making in Kenya and Malawi",,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/277', 'keywords': [], 'source_id': 'knowhub-123456789-277', 'content_type': 'documents'}",2025-03-11 11:41:32.978711+00:00,2025-03-11 11:41:32.978711+00:00,knowhub,{},,,
2134531764,https://knowhub.aphrc.org/handle/123456789/278,Comprendre les expériences des adolescentes enceintes et mères dans la Région du Centre au Burkina Faso,Publication about Comprendre les expériences des adolescentes enceintes et mères dans la Région du Centre au Burkina Faso,"(""Failed to generate content due to technical issues"",)",,,Publication about Comprendre les expériences des adolescentes enceintes et mères dans la Région du Centre au Burkina Faso,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/278', 'keywords': [], 'source_id': 'knowhub-123456789-278', 'content_type': 'documents'}",2025-03-11 11:41:33.940122+00:00,2025-03-11 11:41:33.940122+00:00,knowhub,{},,,
2134531765,https://knowhub.aphrc.org/handle/123456789/1464,CUSSH Newsletter Special Issue June 2022,Publication about CUSSH Newsletter Special Issue June 2022,"(""Failed to generate content due to technical issues"",)",,,Publication about CUSSH Newsletter Special Issue June 2022,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1464', 'keywords': [], 'source_id': 'knowhub-123456789-1464', 'content_type': 'publications'}",2025-03-11 11:41:41.039318+00:00,2025-03-11 11:41:41.039318+00:00,knowhub,{},,,
2134531766,https://knowhub.aphrc.org/handle/123456789/1462,Establishing a Data Hub for COVID-19 Data in Kenya and Malawi,Publication about Establishing a Data Hub for COVID-19 Data in Kenya and Malawi,"(""Failed to generate content due to technical issues"",)",,,Publication about Establishing a Data Hub for COVID-19 Data in Kenya and Malawi,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1462', 'keywords': [], 'source_id': 'knowhub-123456789-1462', 'content_type': 'publications'}",2025-03-11 11:41:41.865372+00:00,2025-03-11 11:41:41.865372+00:00,knowhub,{},,,
2134531767,https://knowhub.aphrc.org/handle/123456789/1463,Insights From IMCHA’s Research and Policy Engagement Work in Tanzania.,Publication about Insights From IMCHA’s Research and Policy Engagement Work in Tanzania.,"(""Failed to generate content due to technical issues"",)",,,Publication about Insights From IMCHA’s Research and Policy Engagement Work in Tanzania.,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1463', 'keywords': [], 'source_id': 'knowhub-123456789-1463', 'content_type': 'publications'}",2025-03-11 11:41:42.849601+00:00,2025-03-11 11:41:42.849601+00:00,knowhub,{},,,
2134531768,https://knowhub.aphrc.org/handle/123456789/1459,"Understanding the Experiences of Pregnant and Parenting Adolescents in Central Region, Burkina Faso","Publication about Understanding the Experiences of Pregnant and Parenting Adolescents in Central Region, Burkina Faso","(""Failed to generate content due to technical issues"",)",,,"Publication about Understanding the Experiences of Pregnant and Parenting Adolescents in Central Region, Burkina Faso",,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1459', 'keywords': [], 'source_id': 'knowhub-123456789-1459', 'content_type': 'publications'}",2025-03-11 11:41:44.068715+00:00,2025-03-11 11:41:44.068715+00:00,knowhub,{},,,
2134531769,https://knowhub.aphrc.org/handle/123456789/1460,Comprendre Les Experiences Des Adolescentes Enceintes Et Meres Dans La Region Du Centre Au Burkina Faso: Resultats D'une Etude Mixte,Publication about Comprendre Les Experiences Des Adolescentes Enceintes Et Meres Dans La Region Du Centre Au Burkina Faso: Resultats D'une Etude Mixte,"(""Failed to generate content due to technical issues"",)",,,Publication about Comprendre Les Experiences Des Adolescentes Enceintes Et Meres Dans La Region Du Centre Au Burkina Faso: Resultats D'une Etude Mixte,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1460', 'keywords': [], 'source_id': 'knowhub-123456789-1460', 'content_type': 'publications'}",2025-03-11 11:41:44.842806+00:00,2025-03-11 11:41:44.842806+00:00,knowhub,{},,,
2134531770,https://knowhub.aphrc.org/handle/123456789/936,DREAMS: Intervening to Prevent HIV Infection Among Adolescent Girls and Young Women in Gem,Publication about DREAMS: Intervening to Prevent HIV Infection Among Adolescent Girls and Young Women in Gem,"(""Failed to generate content due to technical issues"",)",,,Publication about DREAMS: Intervening to Prevent HIV Infection Among Adolescent Girls and Young Women in Gem,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/936', 'keywords': [], 'source_id': 'knowhub-123456789-936', 'content_type': 'other'}",2025-03-11 11:41:46.666626+00:00,2025-03-11 11:41:46.666626+00:00,knowhub,{},,,
2134531771,https://knowhub.aphrc.org/handle/123456789/937,"Understanding the Lived Experiences of Pregnant and Parenting Adolescents in Korogocho, Nairobi Kenya","Publication about Understanding the Lived Experiences of Pregnant and Parenting Adolescents in Korogocho, Nairobi Kenya","(""Failed to generate content due to technical issues"",)",,,"Publication about Understanding the Lived Experiences of Pregnant and Parenting Adolescents in Korogocho, Nairobi Kenya",,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/937', 'keywords': [], 'source_id': 'knowhub-123456789-937', 'content_type': 'other'}",2025-03-11 11:41:47.454457+00:00,2025-03-11 11:41:47.454457+00:00,knowhub,{},,,
2134531772,https://knowhub.aphrc.org/handle/123456789/92,"Understanding the Experiences of Pregnant and Parenting Adolescents in Blantyre, Southern Malawi","Publication about Understanding the Experiences of Pregnant and Parenting Adolescents in Blantyre, Southern Malawi","(""Failed to generate content due to technical issues"",)",,,"Publication about Understanding the Experiences of Pregnant and Parenting Adolescents in Blantyre, Southern Malawi",,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/92', 'keywords': [], 'source_id': 'knowhub-123456789-92', 'content_type': 'other'}",2025-03-11 11:41:49.768955+00:00,2025-03-11 11:41:49.768955+00:00,knowhub,{},,,
2134531773,https://knowhub.aphrc.org/handle/123456789/724,APHRC News : A Journey into Year 2 of 5 Implementing APHRC's 2022-2026 Strategic Plan,Publication about APHRC News : A Journey into Year 2 of 5 Implementing APHRC's 2022-2026 Strategic Plan,"(""Failed to generate content due to technical issues"",)",,,Publication about APHRC News : A Journey into Year 2 of 5 Implementing APHRC's 2022-2026 Strategic Plan,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/724', 'keywords': [], 'source_id': 'knowhub-123456789-724', 'content_type': 'other'}",2025-03-11 11:42:00.869295+00:00,2025-03-11 11:42:00.869295+00:00,knowhub,{},,,
2134531774,https://knowhub.aphrc.org/handle/123456789/249,Promote: 2022 News Bulletin,Publication about Promote: 2022 News Bulletin,"(""Failed to generate content due to technical issues"",)",,,Publication about Promote: 2022 News Bulletin,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/249', 'keywords': [], 'source_id': 'knowhub-123456789-249', 'content_type': 'documents'}",2025-03-11 11:42:02.056999+00:00,2025-03-11 11:42:02.056999+00:00,knowhub,{},,,
2134531775,https://knowhub.aphrc.org/handle/123456789/235,APHRC @20 Celebrations: Special Bulletin,Publication about APHRC @20 Celebrations: Special Bulletin,"(""Failed to generate content due to technical issues"",)",,,Publication about APHRC @20 Celebrations: Special Bulletin,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/235', 'keywords': [], 'source_id': 'knowhub-123456789-235', 'content_type': 'documents'}",2025-03-11 11:42:03.473227+00:00,2025-03-11 11:42:03.473227+00:00,knowhub,{},,,
2134531776,https://knowhub.aphrc.org/handle/123456789/234,The Health Powerhouse that is Catherine Kyobutungi,Publication about The Health Powerhouse that is Catherine Kyobutungi,"(""Failed to generate content due to technical issues"",)",,,Publication about The Health Powerhouse that is Catherine Kyobutungi,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/234', 'keywords': [], 'source_id': 'knowhub-123456789-234', 'content_type': 'documents'}",2025-03-11 11:42:04.312812+00:00,2025-03-11 11:42:04.312812+00:00,knowhub,{},,,
2134531777,https://knowhub.aphrc.org/handle/123456789/87,PROMOTE Project 2022 Newsletter,Publication about PROMOTE Project 2022 Newsletter,"(""Failed to generate content due to technical issues"",)",,,Publication about PROMOTE Project 2022 Newsletter,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/87', 'keywords': [], 'source_id': 'knowhub-123456789-87', 'content_type': 'other'}",2025-03-11 11:42:05.175191+00:00,2025-03-11 11:42:05.175191+00:00,knowhub,{},,,
2134531778,https://knowhub.aphrc.org/handle/123456789/85,Tracing the journey: February 2022 Edition,Publication about Tracing the journey: February 2022 Edition,"(""Failed to generate content due to technical issues"",)",,,Publication about Tracing the journey: February 2022 Edition,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/85', 'keywords': [], 'source_id': 'knowhub-123456789-85', 'content_type': 'other'}",2025-03-11 11:42:07.879386+00:00,2025-03-11 11:42:07.879386+00:00,knowhub,{},,,
2134531779,https://knowhub.aphrc.org/handle/123456789/86,APHRC Newsletter: August 2022 Edition,Publication about APHRC Newsletter: August 2022 Edition,"(""Failed to generate content due to technical issues"",)",,,Publication about APHRC Newsletter: August 2022 Edition,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/86', 'keywords': [], 'source_id': 'knowhub-123456789-86', 'content_type': 'other'}",2025-03-11 11:42:13.743469+00:00,2025-03-11 11:42:13.743469+00:00,knowhub,{},,,
2134531780,https://knowhub.aphrc.org/handle/123456789/1476,Do Residents of the Slums of African Capitals Have Access to Cesarean Sections? The Example of Dakar (Senegal),Publication about Do Residents of the Slums of African Capitals Have Access to Cesarean Sections? The Example of Dakar (Senegal),"(""Failed to generate content due to technical issues"",)",,,Publication about Do Residents of the Slums of African Capitals Have Access to Cesarean Sections? The Example of Dakar (Senegal),,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1476', 'keywords': [], 'source_id': 'knowhub-123456789-1476', 'content_type': 'publications'}",2025-03-11 11:42:15.723352+00:00,2025-03-11 11:42:15.723352+00:00,knowhub,{},,,
2134531781,https://knowhub.aphrc.org/handle/123456789/1475,"Quality of Maternal and Newborn Health Services in Selected Urban Informal Settlement in Nairobi, Kenya,","Publication about Quality of Maternal and Newborn Health Services in Selected Urban Informal Settlement in Nairobi, Kenya,","(""Failed to generate content due to technical issues"",)",,,"Publication about Quality of Maternal and Newborn Health Services in Selected Urban Informal Settlement in Nairobi, Kenya,",,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1475', 'keywords': [], 'source_id': 'knowhub-123456789-1475', 'content_type': 'publications'}",2025-03-11 11:42:16.487529+00:00,2025-03-11 11:42:16.487529+00:00,knowhub,{},,,
2134531782,https://knowhub.aphrc.org/handle/123456789/1472,"Working with Slum-Child Foundation to Address WASH Needs in Nairobi, Kenya","Publication about Working with Slum-Child Foundation to Address WASH Needs in Nairobi, Kenya","(""Failed to generate content due to technical issues"",)",,,"Publication about Working with Slum-Child Foundation to Address WASH Needs in Nairobi, Kenya",,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1472', 'keywords': [], 'source_id': 'knowhub-123456789-1472', 'content_type': 'publications'}",2025-03-11 11:42:17.399688+00:00,2025-03-11 11:42:17.399688+00:00,knowhub,{},,,
2134531783,https://knowhub.aphrc.org/handle/123456789/1473,Working with U-Tena Youth Organization to Address Solid Waste Management,Publication about Working with U-Tena Youth Organization to Address Solid Waste Management,"(""Failed to generate content due to technical issues"",)",,,Publication about Working with U-Tena Youth Organization to Address Solid Waste Management,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1473', 'keywords': [], 'source_id': 'knowhub-123456789-1473', 'content_type': 'publications'}",2025-03-11 11:42:18.192483+00:00,2025-03-11 11:42:18.192483+00:00,knowhub,{},,,
2134531784,https://knowhub.aphrc.org/handle/123456789/1474,Working with Child Space Organization to Reach Children Heading Households in Nairobi.,Publication about Working with Child Space Organization to Reach Children Heading Households in Nairobi.,"(""Failed to generate content due to technical issues"",)",,,Publication about Working with Child Space Organization to Reach Children Heading Households in Nairobi.,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1474', 'keywords': [], 'source_id': 'knowhub-123456789-1474', 'content_type': 'publications'}",2025-03-11 11:42:19.647620+00:00,2025-03-11 11:42:19.647620+00:00,knowhub,{},,,
2134531969,https://knowhub.aphrc.org/handle/123456789/1648,ExCo Minutes,Publication about ExCo Minutes,"(""Failed to generate content due to technical issues"",)",,,Publication about ExCo Minutes,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1648', 'keywords': [], 'source_id': 'knowhub-123456789-1648', 'content_type': 'publications'}",2025-03-11 13:09:42.147353+00:00,2025-03-11 13:09:42.147353+00:00,knowhub,{},,,
2134531785,https://knowhub.aphrc.org/handle/123456789/1468,From Bills to Cradles: Designing Effective Guidelines for Childcare Policy Implementation - Lessons From Kajiado County,Publication about From Bills to Cradles: Designing Effective Guidelines for Childcare Policy Implementation - Lessons From Kajiado County,"(""Failed to generate content due to technical issues"",)",,,Publication about From Bills to Cradles: Designing Effective Guidelines for Childcare Policy Implementation - Lessons From Kajiado County,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1468', 'keywords': [], 'source_id': 'knowhub-123456789-1468', 'content_type': 'publications'}",2025-03-11 11:42:20.864154+00:00,2025-03-11 11:42:20.864154+00:00,knowhub,{},,,
2134531786,https://knowhub.aphrc.org/handle/123456789/1469,Improving Childcare Provision in Informal Settlements in Nairobi City County,Publication about Improving Childcare Provision in Informal Settlements in Nairobi City County,"(""Failed to generate content due to technical issues"",)",,,Publication about Improving Childcare Provision in Informal Settlements in Nairobi City County,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1469', 'keywords': [], 'source_id': 'knowhub-123456789-1469', 'content_type': 'publications'}",2025-03-11 11:42:21.631551+00:00,2025-03-11 11:42:21.631551+00:00,knowhub,{},,,
2134531787,https://knowhub.aphrc.org/handle/123456789/1470,Empowering School Children From the Urban Poor in Uganda,Publication about Empowering School Children From the Urban Poor in Uganda,"(""Failed to generate content due to technical issues"",)",,,Publication about Empowering School Children From the Urban Poor in Uganda,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1470', 'keywords': [], 'source_id': 'knowhub-123456789-1470', 'content_type': 'publications'}",2025-03-11 11:42:22.377616+00:00,2025-03-11 11:42:22.377616+00:00,knowhub,{},,,
2134531788,https://knowhub.aphrc.org/handle/123456789/1471,Tackling Early Marriage in Senegal: Understanding Drivers and the Collaborative Approaches of Senegal's Ministry of Education in Addressing Early Marriage Challenges,Publication about Tackling Early Marriage in Senegal: Understanding Drivers and the Collaborative Approaches of Senegal's Ministry of Education in Addressing Early Marriage Challenges,"(""Failed to generate content due to technical issues"",)",,,Publication about Tackling Early Marriage in Senegal: Understanding Drivers and the Collaborative Approaches of Senegal's Ministry of Education in Addressing Early Marriage Challenges,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1471', 'keywords': [], 'source_id': 'knowhub-123456789-1471', 'content_type': 'publications'}",2025-03-11 11:42:23.171487+00:00,2025-03-11 11:42:23.171487+00:00,knowhub,{},,,
2134531789,https://knowhub.aphrc.org/handle/123456789/1467,Gender-Responsive Health Policy in Kenya: Assessing Progress and Priorities Across Disease Areas,Publication about Gender-Responsive Health Policy in Kenya: Assessing Progress and Priorities Across Disease Areas,"(""Failed to generate content due to technical issues"",)",,,Publication about Gender-Responsive Health Policy in Kenya: Assessing Progress and Priorities Across Disease Areas,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1467', 'keywords': [], 'source_id': 'knowhub-123456789-1467', 'content_type': 'publications'}",2025-03-11 11:42:24.490889+00:00,2025-03-11 11:42:24.490889+00:00,knowhub,{},,,
2134531790,https://knowhub.aphrc.org/handle/123456789/638,An in-depth insight into the household and healthcare financing in rural and peri-urban households in Kakamega and Kisumu,Publication about An in-depth insight into the household and healthcare financing in rural and peri-urban households in Kakamega and Kisumu,"(""Failed to generate content due to technical issues"",)",,,Publication about An in-depth insight into the household and healthcare financing in rural and peri-urban households in Kakamega and Kisumu,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/638', 'keywords': [], 'source_id': 'knowhub-123456789-638', 'content_type': 'other'}",2025-03-11 11:42:27.647238+00:00,2025-03-11 11:42:27.647238+00:00,knowhub,{},,,
2134531791,https://knowhub.aphrc.org/handle/123456789/643,"Lived experiences and pathways to abortion in Kilifi County, Kenya","Publication about Lived experiences and pathways to abortion in Kilifi County, Kenya","(""Failed to generate content due to technical issues"",)",,,"Publication about Lived experiences and pathways to abortion in Kilifi County, Kenya",,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/643', 'keywords': [], 'source_id': 'knowhub-123456789-643', 'content_type': 'other'}",2025-03-11 11:42:28.395883+00:00,2025-03-11 11:42:28.395883+00:00,knowhub,{},,,
2134531792,https://knowhub.aphrc.org/handle/123456789/639,Basic maternal and child health continuum of care in regional Kenya.,Publication about Basic maternal and child health continuum of care in regional Kenya.,"(""Failed to generate content due to technical issues"",)",,,Publication about Basic maternal and child health continuum of care in regional Kenya.,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/639', 'keywords': [], 'source_id': 'knowhub-123456789-639', 'content_type': 'other'}",2025-03-11 11:42:30.385809+00:00,2025-03-11 11:42:30.385809+00:00,knowhub,{},,,
